config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,semantic_similarity,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_vec_dist_q_gt,custom_vec_dist_q_answer,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,When was the study on sequenced Y genomes published?,October 2011,The study that sequenced the genome of *Y. pestis* from plague victims was published in October 2011.,1.1042502059999606,1.3267074159999765,0,0,1.0,,,,1.0,0.582310663411199,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.560815507958878,0.5758046145966167,0.22470284041160693,0.21052631578947367,0.0,0.5357142857142858,0.9559122323989868,0.9865860342979431,0.9710069498317362
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,How many times prios has the Sun Life Stadium had Super Bowls?,10.,"The Sun Life Stadium, located in the South Florida/Miami area, had previously hosted the Super Bowl 10 times.",1.1104743030000463,1.3135432200000423,0,0,0.5,,,,1.0,0.4374980229189507,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5820590733588809,0.6127543022903157,0.3141463381205031,0.10526315789473684,0.0,0.1851851851851852,0.9587453007698059,0.9847186803817749,0.9715584302590029
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What does Kitab Rudjdjar mean in English?,The Book of Roger,"The provided context does not contain information about the meaning of ""Kitab Rudjdjar"" in English.",1.0085220710000158,1.1563255519999984,0,0,1.0,,,,0.0,0.6657477643234957,False,1.0,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,1.0,1.0,0.45454545454545453,0.5581820574238161,0.29181546181284856,0.1742874040238167,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,"Name one country that banned boating, driving and flying on Sundays.",Germany,"The UK, Germany, Italy, Switzerland, and Norway all banned flying, driving, and boating on Sundays.",1.075028505999967,1.2082947169999443,0,0,1.0,,,,1.0,0.6294181958329228,True,1.0,1.0,0.125,1.0,0.7653606369886217,0.25,1.0,0.830419897363192,0.5,0.5771329869715215,0.46383001789069955,0.1610735490388967,0.125,0.0,0.20833333333333331,0.9578933715820312,0.9802678823471069,0.968951479110911
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,For how long did the plague stick around?,until the 19th century,The plague recurred occasionally in Europe until the 19th century.,0.9878670499999771,1.1393242109999164,0,0,1.0,,,,1.0,0.714575798621822,True,1.0,1.0,0.3333333333333333,1.0,0.7653606369886217,0.6666666666666666,1.0,0.9469024295259745,1.0,0.5593119480271249,0.5089684270718051,0.24452741826573632,0.5714285714285715,0.2626909894424158,0.6861413043478262,0.972108781337738,0.9907995462417603,0.9813651772874787
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What channels were removed from the network in March of 2007?,basic channels,Virgin Media removed the basic Sky channels from the network on 1 March 2007.,1.1576254310000422,1.2614285079999945,0,0,1.0,,,,1.0,0.7555470174336609,True,1.0,1.0,0.5,1.0,0.6131471927654584,0.5,1.0,0.6131471927654584,0.5,0.623244433043197,0.39325968105705034,0.08777287692031044,0.25,0.0,0.3125,0.9635079503059387,0.9796653985977173,0.9715195000189735
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,How many total touchdowns did Cam Newton score?,45,"Cam Newton scored a total of 45 touchdowns, which included 35 passing touchdowns and 10 rushing touchdowns.",1.099205301999973,1.3202366399999619,0,0,1.0,,,,1.0,0.5474790362542388,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6083416488439245,0.6449788184627361,0.13566090038113454,0.1111111111111111,0.0,0.19230769230769232,0.9243253469467163,0.9674880504608154,0.9454143089741025
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,How many original treaties establishing the EU protected fundamental rights?,None,None of the original treaties establishing the European Union protected fundamental rights. The provided context explicitly states that none of these original treaties mention protection for fundamental rights and that it was not envisaged for European Union measures to be subject to human rights at that time.,1.1134554909999679,1.5249286799999027,0,0,1.0,,,,1.0,0.46671918741264284,False,0.0,0.0,0.0,1.0,0.2960819109658652,0.16666666666666666,1.0,0.4912596920895758,0.5,0.5627386309176299,0.5991415490631007,0.15865554728561548,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What did BSkyB name their interactive service?,Sky Active,"BSkyB named their interactive service Open, which is now called Sky Active.",1.118462065000017,1.2178043289999323,0,0,1.0,,,,1.0,0.6504639133122491,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.591601709133775,0.3719884846673428,0.07412450773657508,0.2857142857142857,0.0,0.625,0.9701704978942871,0.9884644746780396,0.9792320518914825
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,How many inhabitants does the Los Angeles area contain?,12 million,"The Los Angeles area contains over 12 million inhabitants. Additionally, the Greater Los Angeles Area, which is formed by combining the Los Angeles-Long Beach-Santa Ana, Riverside-San Bernardino-Ontario, and Oxnard-Thousand Oaks-Ventura metropolitan areas, has a population of 17,786,419. For Combined Statistical Area (CSA) purposes, the five counties of Los Angeles, Orange, Riverside, San Bernardino, and Ventura are combined to make up the Greater Los Angeles Area with over 17.5 million people.",1.1188212959999646,1.7678441219999286,0,0,1.0,,,,1.0,0.6394717062642686,True,1.0,1.0,0.16666666666666666,1.0,1.0,0.5,1.0,0.7227265726449519,0.5,0.653764148016594,0.5130926028095164,0.2353316635285535,0.05555555555555556,0.0,0.21306818181818182,0.9322061538696289,0.9742037653923035,0.9527423625379201
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,During what period did the Tower Theatre re-open?,late 1970s,The Tower Theatre re-opened in the late 1970s.,0.9850380340000129,1.0871277710000413,0,0,1.0,,,,1.0,0.6592186297736968,True,1.0,1.0,0.25,1.0,0.7653606369886217,0.5,1.0,0.8048099750039491,0.75,0.6165114793847583,0.5095701635905103,0.16348200306198135,0.4,0.0,0.7211538461538461,0.9765947461128235,0.9842464327812195,0.98040566006123
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What did Warsz own?,a village,Warsz owned a village located at the modern-day site of the Mariensztat neighbourhood.,1.10758475800003,1.2098025909999706,0,0,1.0,,,,1.0,0.7013981266693052,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5533631286451778,0.5902859739891294,0.3228993139196057,0.2666666666666667,0.0,0.6048387096774195,0.962020754814148,0.9881739616394043,0.9749219936281865
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,Who formed the government in Kenya?,Kenya African National Union (KANU) of Jomo Kenyatta,The Kenya African National Union (KANU) of Jomo Kenyatta formed the government in Kenya.,1.1152799840000398,1.1167963620000592,0,0,1.0,,,,1.0,0.6855731563277745,True,1.0,1.0,0.1,1.0,1.0,0.3,1.0,0.8687949224876582,0.4,0.6268531965872279,0.3985358223077001,0.044988442663549066,0.7272727272727273,0.5142401605028263,0.9293241279069767,0.9862539172172546,0.9930956363677979,0.9896629524230383
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What tool has measured the amount of dust that travels from the Sahara to the Amazon?,NASA's CALIPSO satellite,NASA's CALIPSO satellite has measured the amount of dust transported by wind from the Sahara to the Amazon.,1.1111339459999954,1.212945612999988,0,0,1.0,,,,1.0,0.7500587265185958,True,1.0,1.0,0.25,1.0,0.46927872602275644,0.25,1.0,0.3903800499921017,0.25,0.5592779848650542,0.48991284280444614,0.16046463698254942,0.2857142857142857,0.0,0.654320987654321,0.9760516881942749,0.9958513379096985,0.9858521100581112
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,Who sacked Newton with 11 seconds left in the first half?,DeMarcus Ware,DeMarcus Ware sacked Newton with 11 seconds left in the first half.,1.1127663419999863,1.1139493349999157,0,0,1.0,,,,1.0,0.5841803277742625,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.551477434176665,0.4381427329802897,0.023426994521368094,0.2857142857142857,0.0,0.625,0.9598293900489807,0.9918231964111328,0.9755640530002535
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What was the hymn meant to examine students on?,specific catechism questions,The hymn was meant to examine candidates on specific catechism questions.,0.9238644959999647,1.027170753000064,0,0,1.0,,,,1.0,0.7248162417350085,True,1.0,1.0,0.2,1.0,1.0,0.6,1.0,0.7227265726449519,0.6,0.5808681208260994,0.4842633425548001,0.14353858578649814,0.42857142857142855,0.0,0.7748538011695907,0.9781724214553833,0.9882972836494446,0.9832087873569567
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,"In Nepalese private schools, what is the primary language of instruction?",English,The primary language of instruction in Nepalese private schools is English.,1.001094792999993,1.0025005539999938,0,0,1.0,,,,1.0,0.6207168126820652,True,1.0,1.0,0.1,1.0,0.7653606369886217,0.2,1.0,0.830419897363192,0.4,0.594309588877398,0.47335099468858266,0.03878037768408649,0.16666666666666669,0.0,0.25,0.959634006023407,0.9772127270698547,0.9683435947638798
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What topic do private bills typically have?,large-scale development projects,"Private bills typically relate to large-scale development projects, such as infrastructure projects that require the use of land or property.",1.0158498760000612,1.1105564570000297,0,0,1.0,,,,1.0,0.7298438860465979,True,1.0,1.0,0.5,1.0,0.6131471927654584,0.5,1.0,0.6131471927654584,0.5,0.5197260315017846,0.5846850313890102,0.31940820756260857,0.2608695652173913,0.0,0.6264775413711585,0.967487096786499,0.9831943511962891,0.975277485105991
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,To where did Ethelred flee?,Normandy,Ethelred fled to Normandy.,1.010346989000027,1.0299175400000422,0,0,1.0,,,,1.0,0.7495401559093836,True,1.0,1.0,0.1,1.0,1.0,0.3,1.0,0.8539316501572937,0.4,0.5727184248106433,0.34702481547796316,0.09410267328183985,0.4,0.0,0.38461538461538464,0.9763304591178894,0.983322024345398,0.9798137696263233
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What future Revolutionary key figures participated in this attack?,Washington and Thomas Gage,George Washington and Thomas Gage were the two future opponents in the American Revolutionary War who played key roles in organizing the retreat following the attack on Braddock's expedition.,1.0095926370000825,1.3719158810000636,0,0,1.0,,,,1.0,0.6289947553345275,True,1.0,1.0,0.09090909090909091,1.0,1.0,0.2727272727272727,1.0,0.8687949224876582,0.36363636363636365,0.5242923890431667,0.46320456851077685,0.31620223786882407,0.2424242424242424,0.08055259301867161,0.6105769230769232,0.9704674482345581,0.991004467010498,0.9806284441942386
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What style of lace is erroneously believed by some to have Huguenot influence?,'Bucks Point',"The style of lace erroneously believed by some to have Huguenot influence is known as 'Bucks Point'. This belief is considered fallacious because the Mechlin lace patterns and Lille ground associated with it did not develop until the first half of the eighteenth century and the end of the 18th century, respectively, which is later than the period of Huguenot settlement.",1.1362084380000397,1.7789038299999902,0,0,1.0,,,,1.0,0.5192512793927988,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5660729266071154,0.5227196156356124,0.09778464272323528,0.06349206349206349,0.0,0.2373417721518988,0.9372219443321228,0.9839447140693665,0.9600151803620239
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What did the number of legions in Roman times depend on?,threat of war,The actual number of legions present at any base or in total depended on whether a state of war or a threat of war existed.,1.085122525000088,1.1967308980000553,0,0,1.0,,,,1.0,0.6107239148629311,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.5813516625460956,0.5239417229234888,0.1265872582493367,0.21428571428571425,0.0,0.28846153846153844,0.9661588072776794,0.9845553040504456,0.9752703102277258
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,Before dinner what were Tesla's working hours?,9:00 a.m. until 6:00 p.m. or later,Tesla worked every day from 9:00 a.m. until 6:00 p.m. or later before dinner.,1.0044548209999675,1.0631623650000392,0,0,1.0,,,,1.0,0.777652916658508,True,1.0,1.0,0.125,1.0,0.7653606369886217,0.25,1.0,0.6992148198508501,0.375,0.5530318691077213,0.42110527935358333,0.2279951697669481,0.6666666666666666,0.4324227075463215,0.907765703684071,0.9861028790473938,0.9907733798027039,0.9884326122417634
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What house was the site of a weaving school in Canterbury?,The Weavers,"The Weavers, a half-timbered house by the river, was the site of a weaving school in Canterbury from the late 16th century to about 1830.",1.059805894999954,1.1899207390000583,0,0,1.0,,,,1.0,0.49727574209225145,True,0.0,0.0,0.0,1.0,0.23463936301137822,0.25,1.0,0.36331756126716835,0.5,0.6060049242998511,0.49059013069806223,0.10160829883594513,0.14814814814814814,0.0,0.43604651162790703,0.9533562064170837,0.9894689917564392,0.9710769710369008
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What is strongly linked to good student-teacher relationships?,student motivation and attitudes towards school,Student motivation and attitudes towards school are strongly linked to good student-teacher relationships.,1.0874274569999898,1.191378937999957,0,0,1.0,,,,1.0,0.8586558814299585,True,1.0,1.0,0.125,1.0,1.0,0.375,1.0,0.8539316501572937,0.5,0.6066182247524464,0.366297606073825,0.12107082753677911,0.631578947368421,0.38058030016749456,0.8934494195688226,0.9716589450836182,0.9927042126655579,0.982068844300574
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What does the First Company Law Directive article 11 require?,incorporations would only be nullified for a fixed list of reasons,The First Company Law Directive article 11 requires that incorporations would only be nullified for a fixed list of reasons.,1.1136116800000764,1.2179167900000039,0,0,1.0,,,,1.0,0.8885246951453842,True,1.0,1.0,0.16666666666666666,1.0,0.7039180890341347,0.3333333333333333,1.0,0.6548086577531307,0.5,0.5299464195384921,0.4972771567049168,0.23983271557482644,0.7096774193548387,0.5108636942731495,0.9240225015626085,0.9831000566482544,0.9919776916503906,0.9875189224275994
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What are two examples of cytotoxic or immunosuppressive drugs?,methotrexate or azathioprine,"Two examples of cytotoxic or immunosuppressive drugs mentioned in the text are methotrexate and azathioprine. Additionally, cyclosporin is cited as an example of an immunosuppressive drug.",0.9079437139999982,1.1073493880001024,0,0,1.0,,,,1.0,0.709808333708549,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5354486465513973,0.42139682542263235,0.09160535183510454,0.13793103448275862,0.0,0.28301886792452835,0.9576771855354309,0.9793718457221985,0.9684030271499419
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What caused the need for principal Treaties that ended up forming the EU?,"common rules for coal and steel, and then atomic energy","The provided context does not state what caused the need for the principal Treaties that formed the European Union. It only describes the content and progression of these treaties, noting that they began with common rules for coal and steel and atomic energy, and that more complete and formal institutions were established through the Treaty of Rome in 1957 and the Maastricht Treaty in 1992.",1.1299641059999885,1.8667501840000114,0,0,0.8571428571428571,,,,1.0,0.6696562696234435,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5908173729626043,0.5830853446630824,0.33103548370639757,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,Who originally led the Space Task Group?,Robert R. Gilruth,Robert R. Gilruth originally led the Space Task Group.,0.8874490970000579,0.9833335540000689,0,0,1.0,,,,1.0,0.7028999252944541,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.6011441255034592,0.362469308998318,0.030322202619010974,0.5,0.0,0.8179012345679012,0.9864846467971802,0.9978423118591309,0.9921309754721007
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,Which female anchor from Today joined Hugh Downs on 20/20?,Barbara Walters,Barbara Walters joined Hugh Downs on 20/20. She was his former colleague from the Today show.,1.017846340999995,1.2229937849999715,0,0,1.0,,,,1.0,0.6664705336976515,True,1.0,1.0,0.09090909090909091,1.0,0.7039180890341347,0.18181818181818182,1.0,0.7860137352654724,0.36363636363636365,0.544750985565092,0.36741262661559737,0.25064115647413365,0.2222222222222222,0.0,0.5514705882352942,0.9561590552330017,0.9909774661064148,0.9732569518008992
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What is the estimate for the amount of tree species in the amazon tropical rain forest?,"16,000 species","The Amazon tropical rainforest is estimated to have 16,000 tree species.",1.0107314210000595,1.1126808290000554,0,0,1.0,,,,1.0,0.7776909688658065,True,1.0,1.0,0.16666666666666666,1.0,0.7653606369886217,0.3333333333333333,1.0,0.6843515475204855,0.5,0.59794560180741,0.3974892237894124,0.15097972313801367,0.3076923076923077,0.0,0.3448275862068965,0.9716074466705322,0.9873126745223999,0.9793971039247747
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What type of homes is Fresno known for?,early twentieth century homes,"Fresno is known for its early twentieth-century homes, many of which have been restored in recent decades. These include California Bungalow and American Craftsman style homes, Spanish Colonial Revival Style architecture, Mediterranean Revival Style architecture, Mission Revival Style architecture, and many Storybook houses designed by Fresno architects Hilliard, Taylor & Wheeler.",1.10050473900003,1.4180178430000296,0,0,1.0,,,,1.0,0.745222286279654,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5923889546884472,0.3582651038653837,0.20506175564104767,0.07272727272727272,0.0,0.11494252873563218,0.9491939544677734,0.9758341312408447,0.9623297081363459
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What team had the best start ever in the NFL?,Carolina Panthers,"The Carolina Panthers had the best start ever in the NFL, beginning the season with a 14–0 record. This performance broke the previous record of 13–0, which had been shared by the 2009 New Orleans Saints and the 2011 Green Bay Packers.",1.2464639510000097,5.3117432180000606,0,0,0.8,,,,1.0,0.6120317878818804,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.5940622371805983,0.4230069816452767,0.18024377095109012,0.0909090909090909,0.0,0.3125,0.9424928426742554,0.9783493876457214,0.9600864463889159
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,Which organic compounds contain the greatest amount of oxygen by mass?,carbohydrates,Carbohydrates contain the largest proportion by mass of oxygen among organic compounds with biological relevance.,0.9888844230000586,1.0857354660000738,0,0,1.0,,,,1.0,0.5419786662039555,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5441282709057037,0.4545907847661109,0.08272887395185191,0.125,0.0,0.20833333333333331,0.9405774474143982,0.9693148732185364,0.9547299597398885
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What did Stiglitz present in 2009 regarding global inequality?,evidence,"In 2009, Joseph Stiglitz presented evidence that both global inequality and inequality within countries prevent growth by limiting aggregate demand.",0.9640716469999688,1.091517776000046,0,0,1.0,,,,1.0,0.5496410875402606,True,1.0,1.0,0.5,1.0,0.6131471927654584,0.5,1.0,0.6131471927654584,0.5,0.5693883955216631,0.553778417042917,0.18065917043334323,0.09523809523809523,0.0,0.1724137931034483,0.9485259056091309,0.9774575233459473,0.9627744128922073
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,Of what hollywood film company was UPT a subsidiary of when it merged with ABC?,Paramount Pictures,UPT was a subsidiary of Paramount Pictures when it merged with ABC.,1.0366053180000563,1.135209565000082,0,0,0.0,,,,1.0,0.7299201000815279,True,1.0,1.0,0.1111111111111111,1.0,0.7653606369886217,0.2222222222222222,1.0,0.830419897363192,0.4444444444444444,0.5353812628857363,0.44162847101612224,0.15876399558312893,0.2857142857142857,0.0,0.625,0.9622982144355774,0.9744656085968018,0.968343691708768
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014","The NFL announced that it would not use Roman numerals to designate the Super Bowl number on June 4, 2014.",1.0403964560000531,1.1788192789999812,0,0,1.0,,,,1.0,0.7039966403793987,True,1.0,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,1.0,1.0,0.5555555555555556,0.6054808206135212,0.4473078561063276,0.10412125008838036,0.2608695652173913,0.0,0.6264775413711585,0.9648922085762024,0.9935417175292969,0.9790074092985197
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,How many Huguenots were killed in Toulouse?,"Nearly 3,000","Nearly 3,000 Protestants were slaughtered in Toulouse alone during the St. Bartholomew's Day Massacre.",1.1326352590000397,1.2621825960000024,0,0,1.0,,,,1.0,0.713861127555116,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.620141900119941,0.43137830450947057,0.16366110974252168,0.25,0.0,0.5859375,0.9679694175720215,0.987703263759613,0.9777367778174243
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What is 'grey literature'?,non-peer-reviewed sources,"Grey literature refers to non-peer-reviewed sources that authors may refer to, provided they are of sufficient quality. Examples of grey literature include model results, reports from government agencies and non-governmental organizations, and industry journals.",2.3406429959999286,2.7507341509999605,0,0,1.0,,,,1.0,0.6738950276042728,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.48762327983398457,0.5222622298890398,0.15497736269640727,0.1111111111111111,0.0,0.3605769230769231,0.945800244808197,0.9816872477531433,0.9634096644810889
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What's the name of Newcastle's speedway team?,Newcastle Diamonds,The name of Newcastle's speedway team is the Newcastle Diamonds.,1.1156723259999808,1.2190286510000305,0,0,1.0,,,,1.0,0.6587630394941769,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.58834790039945,0.34560274926306733,0.031219389861101954,0.33333333333333337,0.0,0.6696428571428572,0.9763671159744263,0.9827759861946106,0.9795610685379771
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What was the main reason for the show's suspension in 1989?,Its late 1980s performance of three to five million viewers,"The main reason for the programme's suspension in 1989 was its poor viewership performance in the late 1980s, which ranged from three to five million viewers. According to the BBC Board of Control, this low ratings performance was a leading cause of the suspension.",1.1199974300000122,1.3922297350000008,0,0,0.6666666666666666,,,,1.0,0.7344106474277708,True,1.0,1.0,0.14285714285714285,1.0,1.0,0.42857142857142855,1.0,0.8687949224876582,0.5714285714285714,0.5841875095836767,0.4478865499006992,0.10670910819728241,0.2962962962962963,0.09795841373797662,0.6996268656716418,0.9653505682945251,0.9869914650917053,0.9760510765376053
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What is the name of the port city that was created?,Mombasa,The port city that was built into a major port city by the Swahili is Mombasa.,1.045334951999962,1.164758130999985,0,0,1.0,,,,1.0,0.5440114363427806,True,0.0,0.0,0.0,1.0,0.5307212739772434,0.2222222222222222,1.0,0.5147714448836774,0.3333333333333333,0.6109420873139111,0.5007355043294407,0.10182671728652848,0.11764705882352941,0.0,0.2,0.9660847783088684,0.9919046759605408,0.9788244843600846
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,When did Martin Luther receive his Doctor of Theology?,19 October 1512,Martin Luther received his Doctor of Theology on 19 October 1512.,0.8929341470000054,0.9968471070000078,0,0,1.0,,,,1.0,0.7349148632941356,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.57603886493477,0.543455939700686,0.21697130499688022,0.42857142857142855,0.0,0.7748538011695907,0.9682450294494629,0.9915019869804382,0.9797355092617533
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,Which phylum is more complex than sponges?,Ctenophores,Ctenophores form an animal phylum that is more complex than sponges.,1.1160144790000004,1.119053546000032,0,0,1.0,,,,1.0,0.5277634891957895,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.27727342735504823,0.4,0.5719232394475742,0.5596426430291732,0.09862739636148732,0.16666666666666669,0.0,0.25,0.9623678922653198,0.9929590225219727,0.9774241579590345
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What other scientist influence Frank Burnet when he was formulating his theory of immunity?,Niels Jerne,"Niels Jerne influenced Frank Burnet when he was formulating the clonal selection theory of immunity, as Burnet was inspired by a suggestion made by Jerne.",1.0986169479999717,1.2995078639999065,0,0,1.0,,,,1.0,0.5740897073915568,True,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.13120507751234178,0.2,0.6055452492500041,0.4920584599243776,0.143612375058789,0.14814814814814814,0.0,0.43604651162790703,0.9631867408752441,0.9897844195365906,0.9763044621933956
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,How many volumes are contained in the library?,18 million volumes,"The Harvard Library contains over 18 million volumes. The Literary and Philosophical Society of Newcastle upon Tyne houses more than 150,000 books.",1.0183814499999926,1.2255603759999758,0,0,1.0,,,,1.0,0.7983859728278808,True,1.0,1.0,0.14285714285714285,1.0,1.0,0.42857142857142855,1.0,0.8687949224876582,0.5714285714285714,0.5490383664511412,0.29132352180562404,0.20213608471769773,0.24000000000000002,0.0,0.6009070294784581,0.9547531008720398,0.9807854294776917,0.9675942022344989
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What does co-teaching get the students to focus on?,learning,Co-teaching focuses the student on learning by providing a social networking support that allows them to reach their full cognitive potential.,1.0163534550000577,1.118758459999981,0,0,1.0,,,,1.0,0.7014536063140696,True,1.0,1.0,0.3333333333333333,1.0,0.7653606369886217,0.6666666666666666,1.0,0.7653606369886217,0.6666666666666666,0.5523254577881741,0.40701997544751856,0.2671788922474082,0.0909090909090909,0.0,0.16666666666666666,0.9622402787208557,0.98215252161026,0.9720944409789113
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,Of what mountain system are the Victorian Alps a part?,Great Dividing Range,The Victorian Alps are part of the Great Dividing Range mountain system.,1.219008174999999,1.2203196120000257,0,0,1.0,,,,1.0,0.676972805114105,True,1.0,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.4166666666666667,0.582680318566769,0.41300650370242953,0.07098569794756249,0.4,0.0,0.754985754985755,0.9674587845802307,0.9781376719474792,0.972768921406562
recursive_cs1000_co200_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed,What body part did Thomas Davis break during the NFC Championship Game?,arm,Thomas Davis broke his arm during the NFC Championship Game.,1.0145658220000087,1.0156428290000576,0,0,0.0,,,,1.0,0.7164613718423132,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.5682131476754634,0.5201158834046764,0.24670503977038605,0.18181818181818182,0.0,0.2631578947368421,0.960405170917511,0.9840624928474426,0.9720899187459084
