config_name,question,ground_truth,answer,ttft_seconds,total_seconds,token_count,tokens_per_second,faithfulness,answer_relevancy,answer_correctness,context_precision,context_recall,answer_valid,custom_hit@1,custom_ndcg@1,custom_recall@1,custom_hit@3,custom_ndcg@3,custom_recall@3,custom_hit@5,custom_ndcg@5,custom_recall@5,custom_context_relevance,custom_rouge_l,custom_bleu,custom_meteor,custom_bert_score_precision,custom_bert_score_recall,custom_bert_score_f1
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,During what period did the Tower Theatre re-open?,late 1970s,The Tower Theatre re-opened in the late 1970s.,0.5537187760000961,0.666667060000691,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6428230071347938,0.4,0.0,0.7211538461538461,0.9765949249267578,0.9842464327812195,0.9804057501673265
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What did Warsz own?,a village,Warsz owned a village located at the modern-day site of Mariensztat neighbourhood.,0.5483367550004914,0.6769863970002916,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.5675818510708956,0.2857142857142857,0.0,0.625,0.9622098803520203,0.988216757774353,0.9750399319539155
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Who formed the government in Kenya?,Kenya African National Union (KANU) of Jomo Kenyatta,It was the Kenya African National Union (KANU) of Jomo Kenyatta that formed a government.,0.5367740840001716,0.7436304680004469,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6872551141312058,0.6956521739130436,0.4758733096412523,0.9186422413793104,0.9860675930976868,0.9941112995147705,0.9900731090921604
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What tool has measured the amount of dust that travels from the Sahara to the Amazon?,NASA's CALIPSO satellite,NASA's CALIPSO satellite has measured the amount of dust transported by wind from the Sahara to the Amazon.,0.47276493000026676,0.744712198000343,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6429105846382339,0.2857142857142857,0.0,0.654320987654321,0.9760516285896301,0.995851457118988,0.9858521380679802
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Who sacked Newton with 11 seconds left in the first half?,DeMarcus Ware,DeMarcus Ware sacked Newton with 11 seconds left in the first half.,0.4906865619996097,0.6916746489996513,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6441823461682059,0.2857142857142857,0.0,0.625,0.9598295092582703,0.9918230772018433,0.9755640569086793
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What was the hymn meant to examine students on?,specific catechism questions,The hymn was meant to examine candidates on specific catechism questions.,0.5419015750003382,0.6775725280003826,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6369215677986119,0.42857142857142855,0.0,0.7748538011695907,0.9781725406646729,0.988297164440155,0.9832087885845
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,"In Nepalese private schools, what is the primary language of instruction?",English,The medium of education is English.,0.5271459890000187,0.5511094659996161,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6952125620736033,0.2857142857142857,0.0,0.3333333333333333,0.9682631492614746,0.9808984398841858,0.9745398409212681
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What topic do private bills typically have?,large-scale development projects,Private bills normally relate to large-scale development projects such as infrastructure projects that require the use of land or property.,0.4324619449998863,0.6491861770000469,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6080596021362769,0.2608695652173913,0.0,0.6264775413711585,0.9629648923873901,0.9812778830528259,0.9720351418995375
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,To where did Ethelred flee?,Normandy,Ethelred fled to Normandy.,3.320410076999906,3.423121576000085,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6204598782889844,0.4,0.0,0.38461538461538464,0.9763305187225342,0.983322024345398,0.979813799641679
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What future Revolutionary key figures participated in this attack?,Washington and Thomas Gage,I cannot answer from the provided context.,0.4467943509998804,0.5137707339999906,0,0,0.0,,,,,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5717350766900932,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What style of lace is erroneously believed by some to have Huguenot influence?,'Bucks Point',The style of lace known as 'Bucks Point' is erroneously believed by some to have Huguenot influence.,2.5360761230003845,2.952030647000356,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6581059381968054,0.21052631578947367,0.0,0.5357142857142858,0.9605630040168762,0.9877546429634094,0.9739690738284938
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What did the number of legions in Roman times depend on?,threat of war,The actual number of legions present depended on whether a state or threat of war existed.,0.3588677679999819,0.6192859239999962,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6660398672768634,0.3157894736842105,0.0,0.3488372093023256,0.9691130518913269,0.9867057800292969,0.9778302920459991
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Before dinner what were Tesla's working hours?,9:00 a.m. until 6:00 p.m. or later,Tesla worked every day from 9:00 a.m. until 6:00 p.m. or later before his dinner at 8:10 p.m.,2.6476363249994392,3.1592397849999543,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6340349768528776,0.56,0.32702929224554894,0.8629377676996723,0.9840806126594543,0.9901731014251709,0.9871174564219426
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What house was the site of a weaving school in Canterbury?,The Weavers,"The Weavers, a half-timbered house by the river, was the site of a weaving school from the late 16th century to about 1830.",0.45621367399962764,3.1139183699997375,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.5,1.0,1.0,0.5,1.0,0.6872574362831673,0.16,0.0,0.45731707317073167,0.9564203023910522,0.9909954071044922,0.97340092545165
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What is strongly linked to good student-teacher relationships?,student motivation and attitudes towards school,Student motivation and attitudes towards school are closely linked to student-teacher relationships.,2.611663184000463,2.8175362370002404,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.7419275765258818,0.6666666666666666,0.41722614486115056,0.906986531986532,0.9696057438850403,0.9927114248275757,0.9810225532140618
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What does the First Company Law Directive article 11 require?,incorporations would only be nullified for a fixed list of reasons,Article 11 of the First Company Law Directive requires that incorporations would only be nullified for a fixed list of reasons.,0.5571029259999705,3.119378577000134,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5537532532852175,0.6875000000000001,0.4845766087853281,0.9073691460055096,0.9818245768547058,0.9910372495651245,0.9864094030014118
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What are two examples of cytotoxic or immunosuppressive drugs?,methotrexate or azathioprine,Methotrexate and azathioprine are examples of cytotoxic or immunosuppressive drugs.,0.5593201789997693,0.7612268959992434,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6530465938939436,0.30769230769230765,0.0,0.40540540540540543,0.9683549404144287,0.9917457699775696,0.9799107881562161
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What caused the need for principal Treaties that ended up forming the EU?,"common rules for coal and steel, and then atomic energy",I cannot answer from the provided context.,0.5318837819995679,0.5540922709997176,0,0,1.0,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6102888436788662,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Who originally led the Space Task Group?,Robert R. Gilruth,I cannot answer from the provided context.,1.3586621280001054,1.412449968999681,0,0,1.0,,,,,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6305197331241423,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which female anchor from Today joined Hugh Downs on 20/20?,Barbara Walters,Barbara Walters.,0.6074223249997885,0.608948959999907,0,0,0.0,,,,,True,0.0,0.0,0.0,1.0,0.6934264036172708,1.0,1.0,0.6934264036172708,1.0,0.5745065622861674,1.0,0.0,0.9375,0.9912682175636292,0.9970974326133728,0.9941742804457958
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What is the estimate for the amount of tree species in the amazon tropical rain forest?,"16,000 species","The Amazon tropical rainforest has an estimated 16,000 tree species.",0.5573957119995612,0.7179122309999002,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.7360691269008283,0.33333333333333337,0.0,0.35714285714285715,0.9742290377616882,0.987798810005188,0.9809669982704938
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What type of homes is Fresno known for?,early twentieth century homes,"Fresno is known for California Bungalow, American Craftsman, Spanish Colonial Revival, Mediterranean Revival, Mission Revival, and Storybook houses.",0.6026785100002598,0.9156932819996655,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6537187276277394,0.0,0.0,0.0,0.9547635316848755,0.9586981534957886,0.9567267972391983
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What team had the best start ever in the NFL?,Carolina Panthers,I cannot answer from the provided context.,0.45062696900004084,0.5140137649996177,0,0,0.0,,,,,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6750963642353399,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which organic compounds contain the greatest amount of oxygen by mass?,carbohydrates,Carbohydrates contain the largest proportion by mass of oxygen among organic compounds with biological relevance.,0.5965690960001666,0.7392226160000064,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6275291922673903,0.125,0.0,0.20833333333333331,0.9405774474143982,0.9693147540092468,0.9547299019154426
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What did Stiglitz present in 2009 regarding global inequality?,evidence,Economist Joseph Stiglitz presented evidence in 2009 that both global inequality and inequality within countries prevent growth by limiting aggregate demand.,1.1315075200000138,1.4352578550006,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6537229920348421,0.0909090909090909,0.0,0.16666666666666666,0.9466962814331055,0.9776176810264587,0.9619085464703134
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Of what hollywood film company was UPT a subsidiary of when it merged with ABC?,Paramount Pictures,UPT was a subsidiary of Paramount Pictures when it merged with ABC.,0.5559574619992418,0.702676497999164,0,0,0.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5863684593602331,0.2857142857142857,0.0,0.625,0.9622981548309326,0.974465548992157,0.9683436321017708
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,When did the NFL announce that it would not use Roman numbers to designate the Super Bowl number?,"June 4, 2014","On June 4, 2014, the NFL announced that the practice of branding Super Bowl games with Roman numerals would be temporarily suspended.",0.5049568650001675,0.8413378830000511,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6657029257307386,0.24000000000000002,0.0,0.6009070294784581,0.9645488262176514,0.9939733743667603,0.9790400652604045
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many Huguenots were killed in Toulouse?,"Nearly 3,000","Nearly 3,000 Protestants were slaughtered in Toulouse.",0.5443337560000145,0.6623881879995679,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6926794073954387,0.4444444444444445,0.0,0.7499999999999999,0.9774831533432007,0.991256833076477,0.9843218115670868
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What is 'grey literature'?,non-peer-reviewed sources,"Grey literature refers to non-peer-reviewed sources such as model results, reports from government agencies and non-governmental organizations, and industry journals.",0.4572816159998183,0.7912164199997278,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5564615026315155,0.18181818181818182,0.0,0.4934210526315789,0.9512384533882141,0.9820670485496521,0.9664069537375397
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What's the name of Newcastle's speedway team?,Newcastle Diamonds,Newcastle's speedway team is called the Newcastle Diamonds.,0.5158625690000918,0.6299609939997026,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6448921302777357,0.4,0.0,0.7211538461538461,0.9744715690612793,0.988633394241333,0.9815013999984706
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What was the main reason for the show's suspension in 1989?,Its late 1980s performance of three to five million viewers,The programme's 1989 suspension was caused by its poor late 1980s performance of three to five million viewers.,0.44511869400048454,0.7633480060003421,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6878917619311652,0.7142857142857143,0.4624892603869298,0.9222222222222223,0.9824613332748413,0.9932613372802734,0.9878318169427588
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What is the name of the port city that was created?,Mombasa,Mombasa,0.5063586569995095,0.524225516000115,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6934264036172708,1.0,1.0,0.6934264036172708,1.0,0.6835087613181293,1.0,0.0,0.5,1.0,1.0,1.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,When did Martin Luther receive his Doctor of Theology?,19 October 1512,Martin Luther received his Doctor of Theology on 19 October 1512.,0.5802429200002734,0.7093977150007049,0,0,0.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5982828950366409,0.42857142857142855,0.0,0.7748538011695907,0.9682452082633972,0.9915019273757935,0.9797355717041688
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Which phylum is more complex than sponges?,Ctenophores,Ctenophores form an animal phylum that is more complex than sponges.,0.44149010099954467,0.6718298309997408,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6860584298607727,0.16666666666666669,0.0,0.25,0.9623678922653198,0.9929591417312622,0.9774242157132331
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What other scientist influence Frank Burnet when he was formulating his theory of immunity?,Niels Jerne,Niels Jerne.,0.5163325280000208,0.518214588999399,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6749514376335853,1.0,0.0,0.9375,0.9956104159355164,0.9986732006072998,0.9971394563867845
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How many volumes are contained in the library?,18 million volumes,The Harvard Library comprises over 18 million volumes.,0.47970993099988846,0.6160196030004954,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.619667897263651,0.5454545454545454,0.0,0.8412698412698413,0.9729336500167847,0.9832822680473328,0.9780805863135993
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What does co-teaching get the students to focus on?,learning,Co-teaching focuses the student on learning by providing a social networking support that allows them to reach their full cognitive potential.,0.507648073999917,0.9091492839997954,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6703265095576971,0.0909090909090909,0.0,0.16666666666666666,0.9622402787208557,0.9821522831916809,0.9720943241987151
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,Of what mountain system are the Victorian Alps a part?,Great Dividing Range,I cannot answer from the provided context.,0.5588723189994198,0.5778824129993154,0,0,0.0,,,,,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6068722631693558,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,What body part did Thomas Davis break during the NFC Championship Game?,arm,Thomas Davis broke his arm during the NFC Championship Game.,0.5413114539996968,0.609051806000025,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.5918115877373065,0.18181818181818182,0.0,0.2631578947368421,0.9604052305221558,0.9840623736381531,0.9720898911147021
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,"Whose First Law of Motion says that unless acted upon be forces, objects would continue to move at a constant velocity?",Newton,Newton's First Law of Motion states that objects continue to move in a state of constant velocity unless acted upon by an external net force or resultant force.,0.5027072660004706,0.8782440510003653,0,0,1.0,,,,,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7309999349317207,0.0,0.0,0.0,0.9513942003250122,0.984127402305603,0.9674840122289844
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_concise_mmr-l0.5,How was scarcity managed in many countries?,rationing,Scarcity was addressed by rationing.,0.47867192099965905,0.5039639179994992,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6182146347197145,0.33333333333333337,0.0,0.35714285714285715,0.9754968881607056,0.9858020544052124,0.9806223982934666
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,In what year did Massachusetts first require children to be educated in schools?,1852,"Massachusetts first required children to be educated in schools in 1852, which marks the beginning of compulsory education in the state.",0.41800690299987764,0.7164742059994751,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6903693844319845,0.0909090909090909,0.0,0.16666666666666666,0.9545906782150269,0.9834736585617065,0.9688169468041612
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,When were stromules discovered?,1962,"Stromules were first observed in 1962. At that time, some plant biologists dismissed these structures as artifacts, believing them to be oddly shaped or dividing chloroplasts, but subsequent evidence has supported their status as functional features of plant cell plastids.",0.4800431589992513,1.0890403809999043,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6232631496929356,0.04878048780487806,0.0,0.1020408163265306,0.934586226940155,0.9718151092529297,0.9528371586791009
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,Which artist who had a major influence on the Gothic Revival is represented in the V&A's British galleries?,Horace Walpole,"Horace Walpole is the individual represented in the galleries who had a major influence on the Gothic Revival. Although the text lists him among patrons whose collections are displayed rather than explicitly labeling him an ""artist,"" he is the only person mentioned in the context as being a ""major influence on the Gothic Revival.""",0.5630025370001022,1.2712151370005813,0,0,0.8,,,,,True,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6760519159681709,0.07142857142857142,0.0,0.2604166666666667,0.9371314644813538,0.9942193627357483,0.964831696330163
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,"In 1890, who did the university decide to team up with?",several regional colleges and universities,"In the 1890s, the University of Chicago decided to affiliate with several regional colleges and universities, specifically Des Moines College, Kalamazoo College, Butler University, and Stetson University. Additionally, in 1896, the university extended this affiliation to include Shimer College in Mount Carroll, Illinois.",0.5708475729998099,1.3355980910000653,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6354853748429056,0.20833333333333334,0.0797819988731775,0.5659090909090909,0.9531099200248718,0.9733844995498657,0.963140524148745
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,Who got a touchdown making the score 10-7?,Jonathan Stewart,"Jonathan Stewart scored a 1-yard touchdown run that cut the score to 10–7 with 11:28 left in the second quarter. This score concluded a 9-play, 73-yard scoring drive for Carolina, during which Cam Newton completed four passes for 51 yards and rushed for 25 yards.",0.5125691729999744,1.3428786919994309,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6489406717379581,0.0851063829787234,0.0,0.29761904761904767,0.9308924078941345,0.9806473255157471,0.9551223384887427
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,How many Examination Boards exist in India?,30,"The provided context does not state the total number of examination boards that exist in India. It only mentions three prominent examination boards present in multiple states: the CBSE, the CISCE, and the NENBSE.",0.4450641370003723,0.9629859500000748,0,0,1.0,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6372205543271248,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,Who started rumors in 2008 that ABC would sell its ten owned-and-operated stations?,Caris & Co.,"Caris & Co. started the rumors in 2008 that ABC would sell its ten owned-and-operated stations, which Disney subsequently denied on August 15, 2008.",0.45156780799970875,0.9667972870001904,0,0,1.0,,,,,True,1.0,1.0,0.5,1.0,0.9197207891481876,1.0,1.0,0.9197207891481876,1.0,0.7242598695171742,0.2222222222222222,0.0,0.5773420479302832,0.9655649662017822,0.9865819215774536,0.9759603088545372
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,Which network broadcasted the 50th Super Bowl game? ,CBS,"CBS broadcasted the 50th Super Bowl game in the U.S. The network charged an average of $5 million for a 30-second commercial during the event, which featured a halftime show headlined by Coldplay with special guests Beyoncé and Bruno Mars.",0.5572672209991651,1.1678471389996048,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6282546302401388,0.04878048780487806,0.0,0.1020408163265306,0.9391323328018188,0.9835308790206909,0.9608189755935195
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,Why was this short termed organization created?,coordinate the response to the embargo,"The short-term organization, known as the Federal Energy Office, was created to coordinate the response to the oil embargo.",0.5644879270003003,0.7748322520001238,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.5729333832778597,0.4799999999999999,0.1983544145418289,0.5840943683409437,0.9731611013412476,0.9777395725250244,0.9754449644406608
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,What does LGM stands for?,Last Glacial Maximum,"The provided context does not contain any information regarding what the acronym ""LGM"" stands for. The text discusses the etymology of Warsaw's name, the expansion of the European Union, and the naming conventions of the French and Indian War, but it makes no mention of LGM.",0.5538509680000061,1.2584581559995058,0,0,1.0,,,,,False,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6188151598663254,0.0,0.0,0.0,0.0,0.0,0.0
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,What is the paper written by Richard Karp in 1972 that ushered in a new era of understanding between intractability and NP-complete problems?,"""Reducibility Among Combinatorial Problems""","In 1972, Richard Karp wrote the landmark paper titled ""Reducibility Among Combinatorial Problems."" In this work, he demonstrated that 21 diverse combinatorial and graph theoretical problems, known for their computational intractability, are NP-complete, thereby significantly advancing the understanding of the relationship between intractability and NP-completeness.",0.5728625199999442,1.3869541759995627,0,0,1.0,,,,,True,0.0,0.0,0.0,1.0,0.6309297535714575,1.0,1.0,0.6309297535714575,1.0,0.6647717125412576,0.163265306122449,0.0508987452590157,0.48996913580246915,0.9402821063995361,0.9837533831596375,0.9615266540711752
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,What Lake in a German island Mainau receives a fraction of the Rhine's flow?,Lake Überlingen,A small fraction of the Rhine's flow is diverted off the island of Mainau into Lake Überlingen.,0.42258183500052837,0.6746391140004562,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.63491866691611,0.21052631578947367,0.0,0.5357142857142858,0.9718985557556152,0.9928386807441711,0.9822570285608523
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,What studio does ABC own at 1500 Broadway in NYC?,Times Square Studios,"ABC owns the Times Square Studios at 1500 Broadway in New York City. This facility, which opened in 1999, is located on land in Times Square owned by a development fund for the 42nd Street Project and serves as the broadcast location for Good Morning America and Nightline.",0.5499261659997501,1.266391260999626,0,0,1.0,,,,,True,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.5992564011259192,0.11764705882352941,0.0,0.3925925925925926,0.9487669467926025,0.9814633131027222,0.964838206413694
recursive_cs1000_co100_nomic-embed-text:latest_Qwen3.5-397B-A17B_detailed_mmr-l0.5,How many fraternities are apart of the university?,fifteen,"There are fifteen fraternities at the University of Chicago. Additionally, there is one co-ed community service fraternity, Alpha Phi Omega, bringing the total number of fraternities to sixteen if the co-ed organization is included in the count. Ten of these fraternities form the University of Chicago Interfraternity Council.",0.8676475880001817,1.538990269000351,0,0,1.0,,,,,True,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6592711480463512,0.04081632653061225,0.0,0.08771929824561403,0.9237036108970642,0.9684318900108337,0.9455390835187535
